panel,matrix,sample_index,feature_channel,z_score_value
Supplementary Fig. 3,Fused feature matrix,15,23,-0.0886641845042421
Supplementary Fig. 3,Fused feature matrix,16,23,0.615739814541886
Supplementary Fig. 3,Fused feature matrix,17,23,-0.142472823320266
Supplementary Fig. 3,Fused feature matrix,18,23,-0.558266850534994
Supplementary Fig. 3,Fused feature matrix,19,23,-0.888456225087867
Supplementary Fig. 3,Fused feature matrix,20,23,-0.925143933371519
Supplementary Fig. 3,Fused feature matrix,21,23,-0.705017683669604
Supplementary Fig. 3,Fused feature matrix,22,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,23,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,24,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,25,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,26,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,27,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,28,23,3.01267008907385
Supplementary Fig. 3,Fused feature matrix,29,23,1.433351599149
Supplementary Fig. 3,Fused feature matrix,30,23,-0.338140600833079
Supplementary Fig. 3,Fused feature matrix,31,23,-0.411516017400384
Supplementary Fig. 3,Fused feature matrix,32,23,0.102111898570751
Supplementary Fig. 3,Fused feature matrix,33,23,0.116786981884211
Supplementary Fig. 3,Fused feature matrix,34,23,0.10211189857075
Supplementary Fig. 3,Fused feature matrix,35,23,-0.484891433967689
Supplementary Fig. 3,Fused feature matrix,36,23,-0.809839707337183
Supplementary Fig. 3,Fused feature matrix,37,23,-0.521579142251342
Supplementary Fig. 3,Fused feature matrix,38,23,-0.558266850534994
Supplementary Fig. 3,Fused feature matrix,39,23,0.061347778255581
Supplementary Fig. 3,Fused feature matrix,40,23,0.138799606854403
Supplementary Fig. 3,Fused feature matrix,41,23,0.82119098093034
Supplementary Fig. 3,Fused feature matrix,42,23,2.67025147842643
Supplementary Fig. 3,Fused feature matrix,43,23,0.395613564839971
Supplementary Fig. 3,Fused feature matrix,44,23,0.0287364820034457
Supplementary Fig. 3,Fused feature matrix,45,23,-0.243800779532259
Supplementary Fig. 3,Fused feature matrix,46,23,-0.199542591761503
Supplementary Fig. 3,Fused feature matrix,47,23,-0.105785115036613
Supplementary Fig. 3,Fused feature matrix,48,23,-0.134319999257232
Supplementary Fig. 3,Fused feature matrix,49,23,-0.323465517519618
Supplementary Fig. 3,Fused feature matrix,50,23,-0.763718016923448
Supplementary Fig. 3,Fused feature matrix,51,23,-0.741705391953257
Supplementary Fig. 3,Fused feature matrix,52,23,-0.815080808520562
Supplementary Fig. 3,Fused feature matrix,53,23,-0.57923125526851
Supplementary Fig. 3,Fused feature matrix,54,23,-0.118014351131164
Supplementary Fig. 3,Fused feature matrix,55,23,-0.118014351131164
Supplementary Fig. 3,Fused feature matrix,56,23,-0.118014351131164
Supplementary Fig. 3,Fused feature matrix,57,23,1.69191259086236
Supplementary Fig. 3,Fused feature matrix,58,23,1.15382620270212
Supplementary Fig. 3,Fused feature matrix,59,23,0.280309338805634
Supplementary Fig. 3,Fused feature matrix,60,23,-0.264765184265774
Supplementary Fig. 3,Fused feature matrix,61,23,0.102111898570751
Supplementary Fig. 3,Fused feature matrix,62,23,0.00427800981434415
Supplementary Fig. 3,Fused feature matrix,63,23,-0.0201804623747576
Supplementary Fig. 3,Fused feature matrix,64,23,-0.264765184265774
Supplementary Fig. 3,Fused feature matrix,65,23,-1.07189476650613
Supplementary Fig. 3,Fused feature matrix,66,23,-0.753934628047808
Supplementary Fig. 3,Fused feature matrix,67,23,-1.14527018307343
Supplementary Fig. 3,Fused feature matrix,68,23,-1.14527018307343
Supplementary Fig. 3,Fused feature matrix,69,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,70,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,71,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,72,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,73,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,74,23,-0.998519349938824
Supplementary Fig. 3,Fused feature matrix,75,23,3.11050397783026
Supplementary Fig. 3,Fused feature matrix,76,23,4.43126147604175
Supplementary Fig. 3,Fused feature matrix,77,23,1.54516175772775
Supplementary Fig. 3,Fused feature matrix,78,23,-0.264765184265774
Supplementary Fig. 3,Fused feature matrix,79,23,0.909241480811106
Supplementary Fig. 3,Fused feature matrix,80,23,-0.0886641845042424
Supplementary Fig. 3,Fused feature matrix,81,23,0.138799606854403
Supplementary Fig. 3,Fused feature matrix,82,23,-0.118014351131164
Supplementary Fig. 3,Fused feature matrix,83,23,-0.514241600594611
Supplementary Fig. 3,Fused feature matrix,84,23,-0.663088874202573
Supplementary Fig. 3,Fused feature matrix,85,23,-0.411516017400384
Supplementary Fig. 3,Fused feature matrix,86,23,-0.0446389345638594
Supplementary Fig. 3,Fused feature matrix,87,23,0.439638814780354
Supplementary Fig. 3,Fused feature matrix,88,23,1.11888552814626
Supplementary Fig. 3,Fused feature matrix,89,23,0.591281342352784
Supplementary Fig. 3,Fused feature matrix,90,23,0.68911523110919
Supplementary Fig. 3,Fused feature matrix,91,23,-0.13635820527299
Supplementary Fig. 3,Fused feature matrix,92,23,-0.0690974067529612
Supplementary Fig. 3,Fused feature matrix,93,23,0.146137148511134
Supplementary Fig. 3,Fused feature matrix,94,23,0.224404259516259
Supplementary Fig. 3,Fused feature matrix,95,23,-0.242188133014296
Supplementary Fig. 3,Fused feature matrix,96,23,-0.289223656454876
Supplementary Fig. 3,Fused feature matrix,97,23,-0.558266850534994
Supplementary Fig. 3,Fused feature matrix,98,23,-0.607183794913198
Supplementary Fig. 3,Fused feature matrix,99,23,-0.424857002230803
Supplementary Fig. 3,Fused feature matrix,100,23,0.193831169279882
Supplementary Fig. 3,Fused feature matrix,101,23,0.818933275805192
Supplementary Fig. 3,Fused feature matrix,102,23,1.256107086402
Supplementary Fig. 3,Fused feature matrix,103,23,1.55127637577502
Supplementary Fig. 3,Fused feature matrix,104,23,0.267206585847187
Supplementary Fig. 3,Fused feature matrix,105,23,-0.0446389345638591
Supplementary Fig. 3,Fused feature matrix,106,23,-0.240306712076673
Supplementary Fig. 3,Fused feature matrix,107,23,-0.0728602486282071
Supplementary Fig. 3,Fused feature matrix,108,23,-0.118014351131164
Supplementary Fig. 3,Fused feature matrix,109,23,-0.240306712076673
Supplementary Fig. 3,Fused feature matrix,110,23,-0.35281568414654
Supplementary Fig. 3,Fused feature matrix,111,23,-0.705017683669604
Supplementary Fig. 3,Fused feature matrix,112,23,-0.741705391953257
Supplementary Fig. 3,Fused feature matrix,113,23,-0.393172163258558
Supplementary Fig. 3,Fused feature matrix,114,23,-0.0813266428475119
Supplementary Fig. 3,Fused feature matrix,115,23,0.38093848152651
Supplementary Fig. 3,Fused feature matrix,116,23,1.12936773051302
Supplementary Fig. 3,Fused feature matrix,117,23,1.71637106305146
Supplementary Fig. 3,Fused feature matrix,118,23,0.645089981168808
Supplementary Fig. 3,Fused feature matrix,119,23,-0.0201804623747576
Supplementary Fig. 3,Fused feature matrix,120,23,-0.509349906156791
Supplementary Fig. 3,Fused feature matrix,1,24,0.588137946975672
Supplementary Fig. 3,Fused feature matrix,2,24,-0.180028576734203
Supplementary Fig. 3,Fused feature matrix,3,24,-0.973800651234408
Supplementary Fig. 3,Fused feature matrix,4,24,-0.999406202024737
Supplementary Fig. 3,Fused feature matrix,5,24,-0.692139592540787
Supplementary Fig. 3,Fused feature matrix,6,24,-0.794561795702104
Supplementary Fig. 3,Fused feature matrix,7,24,-0.845772897282762
Supplementary Fig. 3,Fused feature matrix,8,24,-0.845772897282762
Supplementary Fig. 3,Fused feature matrix,9,24,-0.0776063735728865
Supplementary Fig. 3,Fused feature matrix,10,24,4.99229268291229
Supplementary Fig. 3,Fused feature matrix,11,24,0.844193454878964
Supplementary Fig. 3,Fused feature matrix,12,24,0.49851851920952
Supplementary Fig. 3,Fused feature matrix,13,24,-0.180028576734203
Supplementary Fig. 3,Fused feature matrix,14,24,0.178449134330405
Supplementary Fig. 3,Fused feature matrix,15,24,0.321840218756249
Supplementary Fig. 3,Fused feature matrix,16,24,0.383293540653039
Supplementary Fig. 3,Fused feature matrix,17,24,-0.28245077989552
Supplementary Fig. 3,Fused feature matrix,18,24,-0.768956244911775
Supplementary Fig. 3,Fused feature matrix,19,24,-0.692139592540787
Supplementary Fig. 3,Fused feature matrix,20,24,-0.845772897282762
Supplementary Fig. 3,Fused feature matrix,21,24,-0.92258954965375
Supplementary Fig. 3,Fused feature matrix,22,24,-1.15303950676671
Supplementary Fig. 3,Fused feature matrix,23,24,-1.15303950676671
Supplementary Fig. 3,Fused feature matrix,24,24,-1.15303950676671
Supplementary Fig. 3,Fused feature matrix,25,24,-1.15303950676671
Supplementary Fig. 3,Fused feature matrix,26,24,-1.15303950676671
Supplementary Fig. 3,Fused feature matrix,27,24,-1.15303950676671
Supplementary Fig. 3,Fused feature matrix,28,24,2.58537090862135
Supplementary Fig. 3,Fused feature matrix,29,24,0.66861253517385
Supplementary Fig. 3,Fused feature matrix,30,24,-0.384872983056837
Supplementary Fig. 3,Fused feature matrix,31,24,0.383293540653039
Supplementary Fig. 3,Fused feature matrix,32,24,0.613743497766001
Supplementary Fig. 3,Fused feature matrix,33,24,0.567653506343409
Supplementary Fig. 3,Fused feature matrix,34,24,-0.154423025943874
Supplementary Fig. 3,Fused feature matrix,35,24,-0.615322940169799
Supplementary Fig. 3,Fused feature matrix,36,24,-0.823825282319623
Supplementary Fig. 3,Fused feature matrix,37,24,-0.538506287798812
Supplementary Fig. 3,Fused feature matrix,38,24,-0.384872983056837
Supplementary Fig. 3,Fused feature matrix,39,24,0.246730603104616
Supplementary Fig. 3,Fused feature matrix,40,24,0.632947660858748
Supplementary Fig. 3,Fused feature matrix,41,24,0.690560150136989
Supplementary Fig. 3,Fused feature matrix,42,24,2.53415980704069
Supplementary Fig. 3,Fused feature matrix,43,24,0.152843583540076
Supplementary Fig. 3,Fused feature matrix,44,24,0.178449134330405
Supplementary Fig. 3,Fused feature matrix,45,24,0.119922161095367
Supplementary Fig. 3,Fused feature matrix,46,24,0.0930972983626411
Supplementary Fig. 3,Fused feature matrix,47,24,-0.0263952719922282
Supplementary Fig. 3,Fused feature matrix,48,24,-0.214169311121309
Supplementary Fig. 3,Fused feature matrix,49,24,-0.507779626850417
Supplementary Fig. 3,Fused feature matrix,50,24,-0.876499558231157
Supplementary Fig. 3,Fused feature matrix,51,24,-0.845772897282762
Supplementary Fig. 3,Fused feature matrix,52,24,-0.768956244911775
Supplementary Fig. 3,Fused feature matrix,53,24,-0.494611057872533
Supplementary Fig. 3,Fused feature matrix,54,24,-0.039198047387393
Supplementary Fig. 3,Fused feature matrix,55,24,-0.039198047387393
Supplementary Fig. 3,Fused feature matrix,56,24,-0.039198047387393
Supplementary Fig. 3,Fused feature matrix,57,24,1.76599328333081
Supplementary Fig. 3,Fused feature matrix,58,24,0.94661565804028
Supplementary Fig. 3,Fused feature matrix,59,24,0.427188770579317
Supplementary Fig. 3,Fused feature matrix,60,24,-0.103211924363216
Supplementary Fig. 3,Fused feature matrix,61,24,0.383293540653039
Supplementary Fig. 3,Fused feature matrix,62,24,0.0248158295884304
Supplementary Fig. 3,Fused feature matrix,63,24,-0.28245077989552
Supplementary Fig. 3,Fused feature matrix,64,24,-0.538506287798812
Supplementary Fig. 3,Fused feature matrix,65,24,-1.07622285439572
Supplementary Fig. 3,Fused feature matrix,66,24,-0.743350694121445
Supplementary Fig. 3,Fused feature matrix,67,24,-0.845772897282762
Supplementary Fig. 3,Fused feature matrix,68,24,-0.845772897282762
Supplementary Fig. 3,Fused feature matrix,69,24,-0.999406202024737
Supplementary Fig. 3,Fused feature matrix,70,24,-0.999406202024737
Supplementary Fig. 3,Fused feature matrix,71,24,-0.999406202024737
Supplementary Fig. 3,Fused feature matrix,72,24,-0.999406202024737
Supplementary Fig. 3,Fused feature matrix,73,24,-0.999406202024737
Supplementary Fig. 3,Fused feature matrix,74,24,-0.999406202024737
Supplementary Fig. 3,Fused feature matrix,75,24,3.30232633075057
Supplementary Fig. 3,Fused feature matrix,76,24,3.76322624497649
Supplementary Fig. 3,Fused feature matrix,77,24,0.844193454878964
Supplementary Fig. 3,Fused feature matrix,78,24,-0.384872983056837
Supplementary Fig. 3,Fused feature matrix,79,24,0.997826759620939
Supplementary Fig. 3,Fused feature matrix,80,24,0.414020201601434
Supplementary Fig. 3,Fused feature matrix,81,24,0.229660235911064
Supplementary Fig. 3,Fused feature matrix,82,24,-0.333661881476178
Supplementary Fig. 3,Fused feature matrix,83,24,-0.784319575385972
Supplementary Fig. 3,Fused feature matrix,84,24,-0.757982437430205
Supplementary Fig. 3,Fused feature matrix,85,24,-0.316591514282626
Supplementary Fig. 3,Fused feature matrix,86,24,0.0504213803787594
Supplementary Fig. 3,Fused feature matrix,87,24,0.659833489188593
Supplementary Fig. 3,Fused feature matrix,88,24,1.06366960451036
Supplementary Fig. 3,Fused feature matrix,89,24,0.767376802507976
Supplementary Fig. 3,Fused feature matrix,90,24,0.434504642233697
Supplementary Fig. 3,Fused feature matrix,91,24,-0.0584022104801399
Supplementary Fig. 3,Fused feature matrix,92,24,0.246730603104616
Supplementary Fig. 3,Fused feature matrix,93,24,0.0760269311690884
Supplementary Fig. 3,Fused feature matrix,94,24,0.0504213803787594
Supplementary Fig. 3,Fused feature matrix,95,24,-0.302147357426543
Supplementary Fig. 3,Fused feature matrix,96,24,-0.487295186218154
Supplementary Fig. 3,Fused feature matrix,97,24,-0.599959609695602
Supplementary Fig. 3,Fused feature matrix,98,24,-0.628125715564964
Supplementary Fig. 3,Fused feature matrix,99,24,-0.259173006449766
Supplementary Fig. 3,Fused feature matrix,100,24,0.229660235911063
Supplementary Fig. 3,Fused feature matrix,101,24,1.00964470613955
Supplementary Fig. 3,Fused feature matrix,102,24,1.37492668944215
Supplementary Fig. 3,Fused feature matrix,103,24,1.30509336910489
Supplementary Fig. 3,Fused feature matrix,104,24,0.0184144418908477
Supplementary Fig. 3,Fused feature matrix,105,24,-0.0776063735728865
Supplementary Fig. 3,Fused feature matrix,106,24,-0.0776063735728868
Supplementary Fig. 3,Fused feature matrix,107,24,0.123298717243542
Supplementary Fig. 3,Fused feature matrix,108,24,-0.231239678314862
Supplementary Fig. 3,Fused feature matrix,109,24,-0.58971738937947
Supplementary Fig. 3,Fused feature matrix,110,24,-0.599959609695602
Supplementary Fig. 3,Fused feature matrix,111,24,-0.815046236334367
Supplementary Fig. 3,Fused feature matrix,112,24,-0.692139592540787
Supplementary Fig. 3,Fused feature matrix,113,24,-0.404077146149584
Supplementary Fig. 3,Fused feature matrix,114,24,0.0568227680763413
Supplementary Fig. 3,Fused feature matrix,115,24,0.813466793930569
Supplementary Fig. 3,Fused feature matrix,116,24,1.2282767167339
Supplementary Fig. 3,Fused feature matrix,117,24,1.53554332621785
Supplementary Fig. 3,Fused feature matrix,118,24,0.444746862549829
Supplementary Fig. 3,Fused feature matrix,119,24,-0.0263952719922282
Supplementary Fig. 3,Fused feature matrix,120,24,-0.231239678314862
Supplementary Fig. 3,Fused feature matrix,1,25,0.404052025696688
Supplementary Fig. 3,Fused feature matrix,2,25,-0.722666086917863
Supplementary Fig. 3,Fused feature matrix,3,25,-0.959869900099874
Supplementary Fig. 3,Fused feature matrix,4,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,5,25,-0.781967040213365
Supplementary Fig. 3,Fused feature matrix,6,25,-0.722666086917863
Supplementary Fig. 3,Fused feature matrix,7,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,8,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,9,25,1.11566346524272
Supplementary Fig. 3,Fused feature matrix,10,25,6.27484640195145
Supplementary Fig. 3,Fused feature matrix,11,25,-0.21860798390609
Supplementary Fig. 3,Fused feature matrix,12,25,0.00377059095204525
Supplementary Fig. 3,Fused feature matrix,13,25,-0.544763227031355
Supplementary Fig. 3,Fused feature matrix,14,25,0.107547259219175
Supplementary Fig. 3,Fused feature matrix,15,25,0.332890881742085
Supplementary Fig. 3,Fused feature matrix,16,25,0.404052025696688
Supplementary Fig. 3,Fused feature matrix,17,25,-0.574413703679106
Supplementary Fig. 3,Fused feature matrix,18,25,-0.752316563565614
Supplementary Fig. 3,Fused feature matrix,19,25,-0.930219423452122
Supplementary Fig. 3,Fused feature matrix,20,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,21,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,22,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,23,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,24,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,25,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,26,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,27,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,28,25,2.42028443774378
Supplementary Fig. 3,Fused feature matrix,29,25,-0.256730025310342
Supplementary Fig. 3,Fused feature matrix,30,25,-0.485462273735852
Supplementary Fig. 3,Fused feature matrix,31,25,0.404052025696688
Supplementary Fig. 3,Fused feature matrix,32,25,0.819158698765207
Supplementary Fig. 3,Fused feature matrix,33,25,0.083826877900974
Supplementary Fig. 3,Fused feature matrix,34,25,-0.574413703679106
Supplementary Fig. 3,Fused feature matrix,35,25,-0.781967040213365
Supplementary Fig. 3,Fused feature matrix,36,25,-0.739609216430864
Supplementary Fig. 3,Fused feature matrix,37,25,-0.752316563565614
Supplementary Fig. 3,Fused feature matrix,38,25,-0.0851808389912089
Supplementary Fig. 3,Fused feature matrix,39,25,0.997061558651716
Supplementary Fig. 3,Fused feature matrix,40,25,0.915522747870399
Supplementary Fig. 3,Fused feature matrix,41,25,1.54263032897034
Supplementary Fig. 3,Fused feature matrix,42,25,2.53888634433478
Supplementary Fig. 3,Fused feature matrix,43,25,-0.129656553962836
Supplementary Fig. 3,Fused feature matrix,44,25,-0.0110546473718303
Supplementary Fig. 3,Fused feature matrix,45,25,0.327807942888185
Supplementary Fig. 3,Fused feature matrix,46,25,0.206382181378346
Supplementary Fig. 3,Fused feature matrix,47,25,-0.100006077315084
Supplementary Fig. 3,Fused feature matrix,48,25,-0.426161320440349
Supplementary Fig. 3,Fused feature matrix,49,25,-0.734526277576963
Supplementary Fig. 3,Fused feature matrix,50,25,-0.770106849554265
Supplementary Fig. 3,Fused feature matrix,51,25,-0.752316563565614
Supplementary Fig. 3,Fused feature matrix,52,25,-0.574413703679106
Supplementary Fig. 3,Fused feature matrix,53,25,-0.231315331040841
Supplementary Fig. 3,Fused feature matrix,54,25,0.67090631552645
Supplementary Fig. 3,Fused feature matrix,55,25,0.67090631552645
Supplementary Fig. 3,Fused feature matrix,56,25,0.67090631552645
Supplementary Fig. 3,Fused feature matrix,57,25,1.11566346524272
Supplementary Fig. 3,Fused feature matrix,58,25,-0.0703556006673333
Supplementary Fig. 3,Fused feature matrix,59,25,-0.256730025310342
Supplementary Fig. 3,Fused feature matrix,60,25,0.0778967825714232
Supplementary Fig. 3,Fused feature matrix,61,25,0.404052025696688
Supplementary Fig. 3,Fused feature matrix,62,25,-0.0407051240195818
Supplementary Fig. 3,Fused feature matrix,63,25,-0.485462273735852
Supplementary Fig. 3,Fused feature matrix,64,25,-0.485462273735852
Supplementary Fig. 3,Fused feature matrix,65,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,66,25,-0.841267993508868
Supplementary Fig. 3,Fused feature matrix,67,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,68,25,-1.01917085339538
Supplementary Fig. 3,Fused feature matrix,69,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,70,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,71,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,72,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,73,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,74,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,75,25,2.53888634433478
Supplementary Fig. 3,Fused feature matrix,76,25,2.71678920422129
Supplementary Fig. 3,Fused feature matrix,77,25,-0.366860367144847
Supplementary Fig. 3,Fused feature matrix,78,25,-0.574413703679106
Supplementary Fig. 3,Fused feature matrix,79,25,0.581954885583196
Supplementary Fig. 3,Fused feature matrix,80,25,0.510793741628594
Supplementary Fig. 3,Fused feature matrix,81,25,0.359576310725061
Supplementary Fig. 3,Fused feature matrix,82,25,-0.366860367144847
Supplementary Fig. 3,Fused feature matrix,83,25,-0.627784561645059
Supplementary Fig. 3,Fused feature matrix,84,25,-0.536291662274854
Supplementary Fig. 3,Fused feature matrix,85,25,-0.0110546473718306
Supplementary Fig. 3,Fused feature matrix,86,25,0.641255838878699
Supplementary Fig. 3,Fused feature matrix,87,25,1.11566346524272
Supplementary Fig. 3,Fused feature matrix,88,25,1.03941938243422
Supplementary Fig. 3,Fused feature matrix,89,25,0.196498689162429
Supplementary Fig. 3,Fused feature matrix,90,25,0.0185958292759208
Supplementary Fig. 3,Fused feature matrix,91,25,-0.129656553962836
Supplementary Fig. 3,Fused feature matrix,92,25,0.147081228082843
Supplementary Fig. 3,Fused feature matrix,93,25,0.332890881742085
Supplementary Fig. 3,Fused feature matrix,94,25,-0.0110546473718303
Supplementary Fig. 3,Fused feature matrix,95,25,-0.40335326148054
Supplementary Fig. 3,Fused feature matrix,96,25,-0.485462273735852
Supplementary Fig. 3,Fused feature matrix,97,25,-0.503252559724503
Supplementary Fig. 3,Fused feature matrix,98,25,-0.32238465217322
Supplementary Fig. 3,Fused feature matrix,99,25,0.177630204022951
Supplementary Fig. 3,Fused feature matrix,100,25,0.893284890384585
Supplementary Fig. 3,Fused feature matrix,101,25,1.4167298435122
Supplementary Fig. 3,Fused feature matrix,102,25,1.21270138881718
Supplementary Fig. 3,Fused feature matrix,103,25,0.693144173012264
Supplementary Fig. 3,Fused feature matrix,104,25,-0.263083698877717
Supplementary Fig. 3,Fused feature matrix,105,25,0.0482463059236723
Supplementary Fig. 3,Fused feature matrix,106,25,-0.0110546473718303
Supplementary Fig. 3,Fused feature matrix,107,25,0.157724988930754
Supplementary Fig. 3,Fused feature matrix,108,25,-0.165237125940138
Supplementary Fig. 3,Fused feature matrix,109,25,-0.66336513362236
Supplementary Fig. 3,Fused feature matrix,110,25,-0.770106849554265
Supplementary Fig. 3,Fused feature matrix,111,25,-0.627784561645058
Supplementary Fig. 3,Fused feature matrix,112,25,-0.618889418650733
Supplementary Fig. 3,Fused feature matrix,113,25,-0.196370126420276
Supplementary Fig. 3,Fused feature matrix,114,25,0.626430600554823
Supplementary Fig. 3,Fused feature matrix,115,25,1.22240518117463
Supplementary Fig. 3,Fused feature matrix,116,25,1.47146918501574
Supplementary Fig. 3,Fused feature matrix,117,25,0.804333460441332
Supplementary Fig. 3,Fused feature matrix,118,25,-0.129656553962836
Supplementary Fig. 3,Fused feature matrix,119,25,-0.307559413849344
Supplementary Fig. 3,Fused feature matrix,120,25,-0.0110546473718303
Supplementary Fig. 3,Fused feature matrix,1,26,0.645976579606228
Supplementary Fig. 3,Fused feature matrix,2,26,-0.586261193645922
Supplementary Fig. 3,Fused feature matrix,3,26,-1.01754441428417
Supplementary Fig. 3,Fused feature matrix,4,26,-0.64787308230853
Supplementary Fig. 3,Fused feature matrix,5,26,-0.586261193645922
Supplementary Fig. 3,Fused feature matrix,6,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,7,26,-0.832708748296352
Supplementary Fig. 3,Fused feature matrix,8,26,-0.832708748296352
Supplementary Fig. 3,Fused feature matrix,9,26,-0.0933660843450622
Supplementary Fig. 3,Fused feature matrix,10,26,3.23367590343574
Supplementary Fig. 3,Fused feature matrix,11,26,-0.463037416320707
Supplementary Fig. 3,Fused feature matrix,12,26,0.553558746612317
Supplementary Fig. 3,Fused feature matrix,13,26,0.522752802281013
Supplementary Fig. 3,Fused feature matrix,14,26,2.00143813018359
Supplementary Fig. 3,Fused feature matrix,15,26,1.53318777634778
Supplementary Fig. 3,Fused feature matrix,16,26,1.01564791158187
Supplementary Fig. 3,Fused feature matrix,17,26,-0.586261193645923
Supplementary Fig. 3,Fused feature matrix,18,26,-0.740290915302441
Supplementary Fig. 3,Fused feature matrix,19,26,-0.832708748296352
Supplementary Fig. 3,Fused feature matrix,20,26,-0.832708748296352
Supplementary Fig. 3,Fused feature matrix,21,26,-0.64787308230853
Supplementary Fig. 3,Fused feature matrix,22,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,23,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,24,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,25,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,26,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,27,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,28,26,0.769200356931443
Supplementary Fig. 3,Fused feature matrix,29,26,0.117874676783878
Supplementary Fig. 3,Fused feature matrix,30,26,1.01564791158187
Supplementary Fig. 3,Fused feature matrix,31,26,2.00143813018359
Supplementary Fig. 3,Fused feature matrix,32,26,2.74078079413488
Supplementary Fig. 3,Fused feature matrix,33,26,1.45925350995265
Supplementary Fig. 3,Fused feature matrix,34,26,-0.463037416320707
Supplementary Fig. 3,Fused feature matrix,35,26,-1.07915630294678
Supplementary Fig. 3,Fused feature matrix,36,26,-0.515847606602942
Supplementary Fig. 3,Fused feature matrix,37,26,-0.555455249314619
Supplementary Fig. 3,Fused feature matrix,38,26,-0.278201750332885
Supplementary Fig. 3,Fused feature matrix,39,26,0.399529024955797
Supplementary Fig. 3,Fused feature matrix,40,26,-0.0933660843450622
Supplementary Fig. 3,Fused feature matrix,41,26,0.49810804681597
Supplementary Fig. 3,Fused feature matrix,42,26,1.75499057553316
Supplementary Fig. 3,Fused feature matrix,43,26,0.0914695816427605
Supplementary Fig. 3,Fused feature matrix,44,26,1.87821435285838
Supplementary Fig. 3,Fused feature matrix,45,26,1.91342114637987
Supplementary Fig. 3,Fused feature matrix,46,26,1.30317005867404
Supplementary Fig. 3,Fused feature matrix,47,26,0.153081470305368
Supplementary Fig. 3,Fused feature matrix,48,26,-0.586261193645922
Supplementary Fig. 3,Fused feature matrix,49,26,-0.758774481901223
Supplementary Fig. 3,Fused feature matrix,50,26,-1.05451154748174
Supplementary Fig. 3,Fused feature matrix,51,26,-0.925126581290264
Supplementary Fig. 3,Fused feature matrix,52,26,-0.925126581290264
Supplementary Fig. 3,Fused feature matrix,53,26,-0.674278177449647
Supplementary Fig. 3,Fused feature matrix,54,26,0.0914695816427605
Supplementary Fig. 3,Fused feature matrix,55,26,0.0914695816427605
Supplementary Fig. 3,Fused feature matrix,56,26,0.0914695816427605
Supplementary Fig. 3,Fused feature matrix,57,26,-0.586261193645922
Supplementary Fig. 3,Fused feature matrix,58,26,0.153081470305368
Supplementary Fig. 3,Fused feature matrix,59,26,1.33250905327528
Supplementary Fig. 3,Fused feature matrix,60,26,1.81660246419577
Supplementary Fig. 3,Fused feature matrix,61,26,1.93982624152099
Supplementary Fig. 3,Fused feature matrix,62,26,0.0914695816427601
Supplementary Fig. 3,Fused feature matrix,63,26,-0.339813638995492
Supplementary Fig. 3,Fused feature matrix,64,26,-0.832708748296352
Supplementary Fig. 3,Fused feature matrix,65,26,-1.01754441428417
Supplementary Fig. 3,Fused feature matrix,66,26,-0.832708748296352
Supplementary Fig. 3,Fused feature matrix,67,26,-1.202380080272
Supplementary Fig. 3,Fused feature matrix,68,26,-1.202380080272
