panel,matrix,sample_index,feature_channel,z_score_value
Supplementary Fig. 3,Lattice config 2,9,38,-0.943711493848147
Supplementary Fig. 3,Lattice config 2,10,38,-0.475952486869138
Supplementary Fig. 3,Lattice config 2,11,38,-0.663056089660742
Supplementary Fig. 3,Lattice config 2,12,38,1.48239855568298
Supplementary Fig. 3,Lattice config 2,13,38,3.07901596617133
Supplementary Fig. 3,Lattice config 2,14,38,2.39296942260211
Supplementary Fig. 3,Lattice config 2,15,38,1.5821871438385
Supplementary Fig. 3,Lattice config 2,16,38,-0.645236698918685
Supplementary Fig. 3,Lattice config 2,17,38,-0.507136420667739
Supplementary Fig. 3,Lattice config 2,18,38,0.272461924297275
Supplementary Fig. 3,Lattice config 2,19,38,0.52193339468608
Supplementary Fig. 3,Lattice config 2,20,38,-0.351216751674736
Supplementary Fig. 3,Lattice config 2,21,38,-0.912527560049547
Supplementary Fig. 3,Lattice config 2,22,38,-0.974895427646748
Supplementary Fig. 3,Lattice config 2,23,38,-0.767002535656077
Supplementary Fig. 3,Lattice config 2,24,38,-0.559109643665407
Supplementary Fig. 3,Lattice config 2,25,38,-0.164113148883133
Supplementary Fig. 3,Lattice config 2,26,38,0.821299159152646
Supplementary Fig. 3,Lattice config 2,27,38,2.06925049078807
Supplementary Fig. 3,Lattice config 2,28,38,1.55908793361732
Supplementary Fig. 3,Lattice config 2,29,38,0.26553216123092
Supplementary Fig. 3,Lattice config 2,30,38,-0.276969290249497
Supplementary Fig. 3,Lattice config 2,31,38,-0.327229110291197
Supplementary Fig. 3,Lattice config 2,32,38,-0.0681625833489771
Supplementary Fig. 3,Lattice config 2,33,38,-0.0571968044307879
Supplementary Fig. 3,Lattice config 2,34,38,-0.53832035446634
Supplementary Fig. 3,Lattice config 2,35,38,-0.870948981651413
Supplementary Fig. 3,Lattice config 2,36,38,-0.881343626250946
Supplementary Fig. 3,Lattice config 2,37,38,-0.995684716845815
Supplementary Fig. 3,Lattice config 2,38,38,-0.829370403253278
Supplementary Fig. 3,Lattice config 2,39,38,-0.600688222063541
Supplementary Fig. 3,Lattice config 2,40,38,-0.25321010259342
Supplementary Fig. 3,Lattice config 2,41,38,0.883667026749847
Supplementary Fig. 3,Lattice config 2,42,38,2.1260349492861
Supplementary Fig. 3,Lattice config 2,43,38,2.31064383737381
Supplementary Fig. 3,Lattice config 2,44,38,0.798133951187971
Supplementary Fig. 3,Lattice config 2,45,38,-0.247270305679401
Supplementary Fig. 3,Lattice config 2,46,38,-0.155203453512104
Supplementary Fig. 3,Lattice config 2,47,38,0.116542255304272
Supplementary Fig. 3,Lattice config 2,48,38,0.096697933796072
Supplementary Fig. 3,Lattice config 2,49,38,-0.372006040873803
Supplementary Fig. 3,Lattice config 2,50,38,-0.912527560049547
Supplementary Fig. 3,Lattice config 2,51,38,-0.974895427646748
Supplementary Fig. 3,Lattice config 2,52,38,-0.974895427646748
Supplementary Fig. 3,Lattice config 2,53,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,54,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,55,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,56,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,57,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,58,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,59,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,60,38,0.0853583215056718
Supplementary Fig. 3,Lattice config 2,61,38,3.20375170136573
Supplementary Fig. 3,Lattice config 2,62,38,2.50523158427708
Supplementary Fig. 3,Lattice config 2,63,38,0.147726189102873
Supplementary Fig. 3,Lattice config 2,64,38,-0.600688222063541
Supplementary Fig. 3,Lattice config 2,65,38,-0.226481016480334
Supplementary Fig. 3,Lattice config 2,66,38,0.16851547830194
Supplementary Fig. 3,Lattice config 2,67,38,0.16851547830194
Supplementary Fig. 3,Lattice config 2,68,38,0.16851547830194
Supplementary Fig. 3,Lattice config 2,69,38,0.16851547830194
Supplementary Fig. 3,Lattice config 2,70,38,-0.812738971894025
Supplementary Fig. 3,Lattice config 2,71,38,-0.627417308176627
Supplementary Fig. 3,Lattice config 2,72,38,-0.210889049581034
Supplementary Fig. 3,Lattice config 2,73,38,0.670057080229433
Supplementary Fig. 3,Lattice config 2,74,38,1.50942463164176
Supplementary Fig. 3,Lattice config 2,75,38,0.933561320827608
Supplementary Fig. 3,Lattice config 2,76,38,0.0853583215056722
Supplementary Fig. 3,Lattice config 2,77,38,-0.254830047206334
Supplementary Fig. 3,Lattice config 2,78,38,-0.266169659496734
Supplementary Fig. 3,Lattice config 2,79,38,-0.187501099232083
Supplementary Fig. 3,Lattice config 2,80,38,-0.288848884077535
Supplementary Fig. 3,Lattice config 2,81,38,-0.503671539134561
Supplementary Fig. 3,Lattice config 2,82,38,-0.704634668058876
Supplementary Fig. 3,Lattice config 2,83,38,-0.829370403253278
Supplementary Fig. 3,Lattice config 2,84,38,-0.617697640499141
Supplementary Fig. 3,Lattice config 2,85,38,-0.450271600211467
Supplementary Fig. 3,Lattice config 2,86,38,0.299191010410362
Supplementary Fig. 3,Lattice config 2,87,38,1.09987563442014
Supplementary Fig. 3,Lattice config 2,88,38,1.37610201612601
Supplementary Fig. 3,Lattice config 2,89,38,1.12482278145903
Supplementary Fig. 3,Lattice config 2,90,38,0.113869346692964
Supplementary Fig. 3,Lattice config 2,91,38,-0.253922878223102
Supplementary Fig. 3,Lattice config 2,92,38,-0.139166001844252
Supplementary Fig. 3,Lattice config 2,93,38,0.0541743877070716
Supplementary Fig. 3,Lattice config 2,94,38,-0.226481016480334
Supplementary Fig. 3,Lattice config 2,95,38,-0.635337037395319
Supplementary Fig. 3,Lattice config 2,96,38,-0.8837423903893
Supplementary Fig. 3,Lattice config 2,97,38,-0.912527560049547
Supplementary Fig. 3,Lattice config 2,98,38,-0.753772987983944
Supplementary Fig. 3,Lattice config 2,99,38,-0.559109643665407
Supplementary Fig. 3,Lattice config 2,100,38,-0.0105922440284838
Supplementary Fig. 3,Lattice config 2,101,38,1.05698404828312
Supplementary Fig. 3,Lattice config 2,102,38,1.69401918228866
Supplementary Fig. 3,Lattice config 2,103,38,1.52585487633135
Supplementary Fig. 3,Lattice config 2,104,38,0.502743281579249
Supplementary Fig. 3,Lattice config 2,105,38,-0.0194196960576258
Supplementary Fig. 3,Lattice config 2,106,38,-0.156775752695226
Supplementary Fig. 3,Lattice config 2,107,38,0.114143491165919
Supplementary Fig. 3,Lattice config 2,108,38,-0.0393774136887307
Supplementary Fig. 3,Lattice config 2,109,38,-0.496741776068206
Supplementary Fig. 3,Lattice config 2,110,38,-0.829370403253278
Supplementary Fig. 3,Lattice config 2,111,38,-0.829370403253278
Supplementary Fig. 3,Lattice config 2,112,38,-1.03726329524395
Supplementary Fig. 3,Lattice config 2,113,38,-0.974895427646748
Supplementary Fig. 3,Lattice config 2,114,38,-0.974895427646748
Supplementary Fig. 3,Lattice config 2,115,38,-0.621477511262608
Supplementary Fig. 3,Lattice config 2,116,38,0.16851547830194
Supplementary Fig. 3,Lattice config 2,117,38,0.49854544433713
Supplementary Fig. 3,Lattice config 2,118,38,2.06034079541704
Supplementary Fig. 3,Lattice config 2,119,38,2.58898272076475
Supplementary Fig. 3,Lattice config 2,120,38,1.02654614160889
Supplementary Fig. 3,Lattice config 2,1,39,0.0853712879781286
Supplementary Fig. 3,Lattice config 2,2,39,-0.125985708185313
Supplementary Fig. 3,Lattice config 2,3,39,-0.627958574073487
Supplementary Fig. 3,Lattice config 2,4,39,-0.746846884415423
Supplementary Fig. 3,Lattice config 2,5,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,6,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,7,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,8,39,-0.925179349928327
Supplementary Fig. 3,Lattice config 2,9,39,-0.925179349928327
Supplementary Fig. 3,Lattice config 2,10,39,-0.152405332705743
Supplementary Fig. 3,Lattice config 2,11,39,-0.271293643047679
Supplementary Fig. 3,Lattice config 2,12,39,3.08135670859491
Supplementary Fig. 3,Lattice config 2,13,39,3.60106846523252
Supplementary Fig. 3,Lattice config 2,14,39,1.22967127501926
Supplementary Fig. 3,Lattice config 2,15,39,0.180481936251677
Supplementary Fig. 3,Lattice config 2,16,39,-0.695894751411736
Supplementary Fig. 3,Lattice config 2,17,39,-0.360459875804131
Supplementary Fig. 3,Lattice config 2,18,39,0.144815443149096
Supplementary Fig. 3,Lattice config 2,19,39,0.204259598320064
Supplementary Fig. 3,Lattice config 2,20,39,-0.746846884415423
Supplementary Fig. 3,Lattice config 2,21,39,-0.865735194757359
Supplementary Fig. 3,Lattice config 2,22,39,-0.806291039586391
Supplementary Fig. 3,Lattice config 2,23,39,-0.548699700512196
Supplementary Fig. 3,Lattice config 2,24,39,-0.251478924657357
Supplementary Fig. 3,Lattice config 2,25,39,0.418258556935549
Supplementary Fig. 3,Lattice config 2,26,39,1.428809194842
Supplementary Fig. 3,Lattice config 2,27,39,2.19139278546385
Supplementary Fig. 3,Lattice config 2,28,39,0.988041792426161
Supplementary Fig. 3,Lattice config 2,29,39,-0.328536162841944
Supplementary Fig. 3,Lattice config 2,30,39,-0.418488693947219
Supplementary Fig. 3,Lattice config 2,31,39,-0.362746189464553
Supplementary Fig. 3,Lattice config 2,32,39,-0.216422115197555
Supplementary Fig. 3,Lattice config 2,33,39,-0.271293643047679
Supplementary Fig. 3,Lattice config 2,34,39,-0.695894751411736
Supplementary Fig. 3,Lattice config 2,35,39,-0.826105757976713
Supplementary Fig. 3,Lattice config 2,36,39,-0.895457272342843
Supplementary Fig. 3,Lattice config 2,37,39,-0.905364631538004
Supplementary Fig. 3,Lattice config 2,38,39,-0.667588010854132
Supplementary Fig. 3,Lattice config 2,39,39,-0.330737798218647
Supplementary Fig. 3,Lattice config 2,40,39,0.289179819992876
Supplementary Fig. 3,Lattice config 2,41,39,1.83302945000459
Supplementary Fig. 3,Lattice config 2,42,39,2.4108266382664
Supplementary Fig. 3,Lattice config 2,43,39,1.63567485483697
Supplementary Fig. 3,Lattice config 2,44,39,-0.135421288371181
Supplementary Fig. 3,Lattice config 2,45,39,-0.486424871285468
Supplementary Fig. 3,Lattice config 2,46,39,-0.20335746570943
Supplementary Fig. 3,Lattice config 2,47,39,-0.0632390999492912
Supplementary Fig. 3,Lattice config 2,48,39,-0.184829417344453
Supplementary Fig. 3,Lattice config 2,49,39,-0.469440826950906
Supplementary Fig. 3,Lattice config 2,50,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,51,39,-0.865735194757359
Supplementary Fig. 3,Lattice config 2,52,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,53,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,54,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,55,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,56,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,57,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,58,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,59,39,-0.984623505099295
Supplementary Fig. 3,Lattice config 2,60,39,1.51203101208136
Supplementary Fig. 3,Lattice config 2,61,39,3.38452189996685
Supplementary Fig. 3,Lattice config 2,62,39,1.10781075691878
Supplementary Fig. 3,Lattice config 2,63,39,-0.642819612866229
Supplementary Fig. 3,Lattice config 2,64,39,-0.479348186146067
Supplementary Fig. 3,Lattice config 2,65,39,0.0259271328071604
Supplementary Fig. 3,Lattice config 2,66,39,0.283518471881355
Supplementary Fig. 3,Lattice config 2,67,39,0.283518471881355
Supplementary Fig. 3,Lattice config 2,68,39,0.283518471881355
Supplementary Fig. 3,Lattice config 2,69,39,0.283518471881355
Supplementary Fig. 3,Lattice config 2,70,39,-0.627958574073487
Supplementary Fig. 3,Lattice config 2,71,39,-0.305261731716804
Supplementary Fig. 3,Lattice config 2,72,39,0.293425831076516
Supplementary Fig. 3,Lattice config 2,73,39,1.02904725131725
Supplementary Fig. 3,Lattice config 2,74,39,1.39314270173942
Supplementary Fig. 3,Lattice config 2,75,39,0.475324945899679
Supplementary Fig. 3,Lattice config 2,76,39,-0.362746189464553
Supplementary Fig. 3,Lattice config 2,77,39,-0.422606038028325
Supplementary Fig. 3,Lattice config 2,78,39,-0.330737798218647
Supplementary Fig. 3,Lattice config 2,79,39,-0.241571565462195
Supplementary Fig. 3,Lattice config 2,80,39,-0.330737798218647
Supplementary Fig. 3,Lattice config 2,81,39,-0.581724231162734
Supplementary Fig. 3,Lattice config 2,82,39,-0.680797823114347
Supplementary Fig. 3,Lattice config 2,83,39,-0.707217447634778
Supplementary Fig. 3,Lattice config 2,84,39,-0.411798009815422
Supplementary Fig. 3,Lattice config 2,85,39,-0.0335170223638072
Supplementary Fig. 3,Lattice config 2,86,39,0.69679688402237
Supplementary Fig. 3,Lattice config 2,87,39,1.40899447645168
Supplementary Fig. 3,Lattice config 2,88,39,1.27942344836888
Supplementary Fig. 3,Lattice config 2,89,39,0.557321853274905
Supplementary Fig. 3,Lattice config 2,90,39,-0.281484069648416
Supplementary Fig. 3,Lattice config 2,91,39,-0.371159823734905
Supplementary Fig. 3,Lattice config 2,92,39,-0.205905072359614
Supplementary Fig. 3,Lattice config 2,93,39,-0.13011377451663
Supplementary Fig. 3,Lattice config 2,94,39,-0.43773727752639
Supplementary Fig. 3,Lattice config 2,95,39,-0.627958574073487
Supplementary Fig. 3,Lattice config 2,96,39,-0.829154176190609
Supplementary Fig. 3,Lattice config 2,97,39,-0.865735194757359
Supplementary Fig. 3,Lattice config 2,98,39,-0.595534489434777
Supplementary Fig. 3,Lattice config 2,99,39,-0.211849487876711
Supplementary Fig. 3,Lattice config 2,100,39,0.487762492212373
Supplementary Fig. 3,Lattice config 2,101,39,1.71226395581515
Supplementary Fig. 3,Lattice config 2,102,39,1.8809947338322
Supplementary Fig. 3,Lattice config 2,103,39,0.929094780727352
Supplementary Fig. 3,Lattice config 2,104,39,-0.179841096630805
Supplementary Fig. 3,Lattice config 2,105,39,-0.413959615458002
Supplementary Fig. 3,Lattice config 2,106,39,-0.208352772866654
Supplementary Fig. 3,Lattice config 2,107,39,-0.0426622770054948
Supplementary Fig. 3,Lattice config 2,108,39,-0.228833532211273
Supplementary Fig. 3,Lattice config 2,109,39,-0.667588010854132
Supplementary Fig. 3,Lattice config 2,110,39,-0.826105757976713
Supplementary Fig. 3,Lattice config 2,111,39,-0.905364631538004
Supplementary Fig. 3,Lattice config 2,112,39,-0.905364631538004
Supplementary Fig. 3,Lattice config 2,113,39,-0.885549913147681
Supplementary Fig. 3,Lattice config 2,114,39,-0.885549913147681
Supplementary Fig. 3,Lattice config 2,115,39,-0.271293643047679
Supplementary Fig. 3,Lattice config 2,116,39,1.03647777071362
Supplementary Fig. 3,Lattice config 2,117,39,1.38571218234305
Supplementary Fig. 3,Lattice config 2,118,39,2.39708843351577
Supplementary Fig. 3,Lattice config 2,119,39,1.58845921158689
Supplementary Fig. 3,Lattice config 2,120,39,-0.10917321985413
Supplementary Fig. 3,Lattice config 2,1,40,0.202884259349664
Supplementary Fig. 3,Lattice config 2,2,40,-0.419887000335758
Supplementary Fig. 3,Lattice config 2,3,40,-0.810912733663586
Supplementary Fig. 3,Lattice config 2,4,40,-0.907772318983324
Supplementary Fig. 3,Lattice config 2,5,40,-0.907772318983324
Supplementary Fig. 3,Lattice config 2,6,40,-0.993869728156423
Supplementary Fig. 3,Lattice config 2,7,40,-0.907772318983324
Supplementary Fig. 3,Lattice config 2,8,40,-0.940058847423236
Supplementary Fig. 3,Lattice config 2,9,40,-0.940058847423236
Supplementary Fig. 3,Lattice config 2,10,40,0.125396591093874
Supplementary Fig. 3,Lattice config 2,11,40,-0.649480091464024
Supplementary Fig. 3,Lattice config 2,12,40,3.79314622186792
Supplementary Fig. 3,Lattice config 2,13,40,3.48319554884476
Supplementary Fig. 3,Lattice config 2,14,40,0.593551253472604
Supplementary Fig. 3,Lattice config 2,15,40,-0.158724859177355
Supplementary Fig. 3,Lattice config 2,16,40,-0.391187863944725
Supplementary Fig. 3,Lattice config 2,17,40,-0.00374952266577595
Supplementary Fig. 3,Lattice config 2,18,40,0.448261875492998
Supplementary Fig. 3,Lattice config 2,19,40,0.0285370057741365
Supplementary Fig. 3,Lattice config 2,20,40,-0.778626205223674
Supplementary Fig. 3,Lattice config 2,21,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,22,40,-0.907772318983324
Supplementary Fig. 3,Lattice config 2,23,40,-0.4988096254111
Supplementary Fig. 3,Lattice config 2,24,40,-0.111371284132151
Supplementary Fig. 3,Lattice config 2,25,40,0.538664155124753
Supplementary Fig. 3,Lattice config 2,26,40,1.62349151070581
Supplementary Fig. 3,Lattice config 2,27,40,2.06873811242956
Supplementary Fig. 3,Lattice config 2,28,40,0.713728887110056
Supplementary Fig. 3,Lattice config 2,29,40,-0.362488727553691
Supplementary Fig. 3,Lattice config 2,30,40,-0.182094155952911
Supplementary Fig. 3,Lattice config 2,31,40,-0.113027003539326
Supplementary Fig. 3,Lattice config 2,32,40,-0.192501535083725
Supplementary Fig. 3,Lattice config 2,33,40,-0.48343508805876
Supplementary Fig. 3,Lattice config 2,34,40,-0.870873429337709
Supplementary Fig. 3,Lattice config 2,35,40,-0.993869728156423
Supplementary Fig. 3,Lattice config 2,36,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,37,40,-0.800150557516949
Supplementary Fig. 3,Lattice config 2,38,40,-0.606431386877474
Supplementary Fig. 3,Lattice config 2,39,40,-0.132895636425425
Supplementary Fig. 3,Lattice config 2,40,40,0.512834932372823
Supplementary Fig. 3,Lattice config 2,41,40,2.10133213161651
Supplementary Fig. 3,Lattice config 2,42,40,2.20723194489943
Supplementary Fig. 3,Lattice config 2,43,40,1.184394723923
Supplementary Fig. 3,Lattice config 2,44,40,-0.237442490421332
Supplementary Fig. 3,Lattice config 2,45,40,-0.194393785834782
Supplementary Fig. 3,Lattice config 2,46,40,0.236093260030717
Supplementary Fig. 3,Lattice config 2,47,40,0.0285370057741367
Supplementary Fig. 3,Lattice config 2,48,40,-0.449890642926384
Supplementary Fig. 3,Lattice config 2,49,40,-0.778626205223674
Supplementary Fig. 3,Lattice config 2,50,40,-0.907772318983324
Supplementary Fig. 3,Lattice config 2,51,40,-1.1014914896228
Supplementary Fig. 3,Lattice config 2,52,40,-1.03691843274297
Supplementary Fig. 3,Lattice config 2,53,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,54,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,55,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,56,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,57,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,58,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,59,40,-0.972345375863148
Supplementary Fig. 3,Lattice config 2,60,40,1.15856550117107
Supplementary Fig. 3,Lattice config 2,61,40,3.09575720756582
Supplementary Fig. 3,Lattice config 2,62,40,0.383688818613173
Supplementary Fig. 3,Lattice config 2,63,40,-0.584907034584199
Supplementary Fig. 3,Lattice config 2,64,40,-0.100609107985513
Supplementary Fig. 3,Lattice config 2,65,40,0.383688818613173
Supplementary Fig. 3,Lattice config 2,66,40,0.276067057146798
Supplementary Fig. 3,Lattice config 2,67,40,0.276067057146798
Supplementary Fig. 3,Lattice config 2,68,40,0.276067057146798
Supplementary Fig. 3,Lattice config 2,69,40,0.276067057146798
Supplementary Fig. 3,Lattice config 2,70,40,-0.571992423208234
Supplementary Fig. 3,Lattice config 2,71,40,-0.243592305362268
Supplementary Fig. 3,Lattice config 2,72,40,0.302972497513392
Supplementary Fig. 3,Lattice config 2,73,40,1.06977754796131
Supplementary Fig. 3,Lattice config 2,74,40,1.309235967224
Supplementary Fig. 3,Lattice config 2,75,40,0.249376860303138
Supplementary Fig. 3,Lattice config 2,76,40,-0.301779015957275
Supplementary Fig. 3,Lattice config 2,77,40,-0.150506470119923
Supplementary Fig. 3,Lattice config 2,78,40,-0.173987581712586
Supplementary Fig. 3,Lattice config 2,79,40,-0.221683589635185
Supplementary Fig. 3,Lattice config 2,80,40,-0.584907034584199
Supplementary Fig. 3,Lattice config 2,81,40,-0.74992706883264
Supplementary Fig. 3,Lattice config 2,82,40,-0.764276637028157
Supplementary Fig. 3,Lattice config 2,83,40,-0.735577500637124
Supplementary Fig. 3,Lattice config 2,84,40,-0.215079526999748
Supplementary Fig. 3,Lattice config 2,85,40,0.0874124399880943
Supplementary Fig. 3,Lattice config 2,86,40,1.08476772187984
Supplementary Fig. 3,Lattice config 2,87,40,1.54600384245002
Supplementary Fig. 3,Lattice config 2,88,40,1.10803006535208
Supplementary Fig. 3,Lattice config 2,89,40,0.332813076829069
Supplementary Fig. 3,Lattice config 2,90,40,-0.177174304000162
Supplementary Fig. 3,Lattice config 2,91,40,-0.138061480975811
Supplementary Fig. 3,Lattice config 2,92,40,-0.0554079681696355
Supplementary Fig. 3,Lattice config 2,93,40,-0.15711053275536
Supplementary Fig. 3,Lattice config 2,94,40,-0.636565480088059
Supplementary Fig. 3,Lattice config 2,95,40,-0.749927068832641
Supplementary Fig. 3,Lattice config 2,96,40,-0.907772318983324
Supplementary Fig. 3,Lattice config 2,97,40,-0.760176760400867
Supplementary Fig. 3,Lattice config 2,98,40,-0.543815089297038
Supplementary Fig. 3,Lattice config 2,99,40,0.0608235342140489
Supplementary Fig. 3,Lattice config 2,100,40,0.741324210562972
Supplementary Fig. 3,Lattice config 2,101,40,1.98781949478566
Supplementary Fig. 3,Lattice config 2,102,40,1.71522978461784
Supplementary Fig. 3,Lattice config 2,103,40,0.650313053471805
Supplementary Fig. 3,Lattice config 2,104,40,-0.29681185773575
Supplementary Fig. 3,Lattice config 2,105,40,-0.132895636425425
Supplementary Fig. 3,Lattice config 2,106,40,0.102606100430407
Supplementary Fig. 3,Lattice config 2,107,40,-0.0335524719949261
Supplementary Fig. 3,Lattice config 2,108,40,-0.381963141533321
Supplementary Fig. 3,Lattice config 2,109,40,-0.886247966690049
Supplementary Fig. 3,Lattice config 2,110,40,-0.950821023569874
Supplementary Fig. 3,Lattice config 2,111,40,-0.993869728156423
Supplementary Fig. 3,Lattice config 2,112,40,-0.993869728156423
Supplementary Fig. 3,Lattice config 2,113,40,-0.843199262103499
Supplementary Fig. 3,Lattice config 2,114,40,-0.843199262103499
Supplementary Fig. 3,Lattice config 2,115,40,-0.00374952266577595
Supplementary Fig. 3,Lattice config 2,116,40,1.56752819474329
Supplementary Fig. 3,Lattice config 2,117,40,1.54600384245002
Supplementary Fig. 3,Lattice config 2,118,40,2.19890919534603
Supplementary Fig. 3,Lattice config 2,119,40,0.94639688570879
Supplementary Fig. 3,Lattice config 2,120,40,-0.215079526999748
Supplementary Fig. 3,Lattice config 2,1,41,-0.0262536749738443
Supplementary Fig. 3,Lattice config 2,2,41,-0.501139391822172
Supplementary Fig. 3,Lattice config 2,3,41,-0.882463187635813
Supplementary Fig. 3,Lattice config 2,4,41,-0.847082629261351
Supplementary Fig. 3,Lattice config 2,5,41,-0.847082629261351
Supplementary Fig. 3,Lattice config 2,6,41,-0.941430784926582
Supplementary Fig. 3,Lattice config 2,7,41,-0.705560395763505
Supplementary Fig. 3,Lattice config 2,8,41,-0.882463187635813
Supplementary Fig. 3,Lattice config 2,9,41,-0.882463187635813
Supplementary Fig. 3,Lattice config 2,10,41,1.13422863970849
Supplementary Fig. 3,Lattice config 2,11,41,0.992706406210647
Supplementary Fig. 3,Lattice config 2,12,41,5.52141787814172
Supplementary Fig. 3,Lattice config 2,13,41,2.08444935033689
Supplementary Fig. 3,Lattice config 2,14,41,-0.475586766329505
Supplementary Fig. 3,Lattice config 2,15,41,-0.578190385615444
Supplementary Fig. 3,Lattice config 2,16,41,0.00205077172572519
Supplementary Fig. 3,Lattice config 2,17,41,0.214334121972494
Supplementary Fig. 3,Lattice config 2,18,41,0.0728118884746478
Supplementary Fig. 3,Lattice config 2,19,41,-0.387135370393352
Supplementary Fig. 3,Lattice config 2,20,41,-0.847082629261351
Supplementary Fig. 3,Lattice config 2,21,41,-0.776321512512428
Supplementary Fig. 3,Lattice config 2,22,41,-0.634799279014582
Supplementary Fig. 3,Lattice config 2,23,41,-0.280993695269967
Supplementary Fig. 3,Lattice config 2,24,41,0.332269316554032
Supplementary Fig. 3,Lattice config 2,25,41,1.27575087320634
Supplementary Fig. 3,Lattice config 2,26,41,1.67201312700031
Supplementary Fig. 3,Lattice config 2,27,41,1.37009902887157
Supplementary Fig. 3,Lattice config 2,28,41,-0.0922973839395054
Supplementary Fig. 3,Lattice config 2,29,41,-0.391066543546069
Supplementary Fig. 3,Lattice config 2,30,41,-0.112514845867769
Supplementary Fig. 3,Lattice config 2,31,41,-0.11769881046476
Supplementary Fig. 3,Lattice config 2,32,41,-0.248334718308926
Supplementary Fig. 3,Lattice config 2,33,41,-0.543820700337395
Supplementary Fig. 3,Lattice config 2,34,41,-0.826865167333087
Supplementary Fig. 3,Lattice config 2,35,41,-0.894256707093967
Supplementary Fig. 3,Lattice config 2,36,41,-0.917843746010274
Supplementary Fig. 3,Lattice config 2,37,41,-0.776321512512428
Supplementary Fig. 3,Lattice config 2,38,41,-0.328167773102582
Supplementary Fig. 3,Lattice config 2,39,41,0.568139705717109
Supplementary Fig. 3,Lattice config 2,40,41,1.37683818284766
Supplementary Fig. 3,Lattice config 2,41,41,2.40085262951421
Supplementary Fig. 3,Lattice config 2,42,41,1.36066421330505
Supplementary Fig. 3,Lattice config 2,43,41,0.0982858905042602
Supplementary Fig. 3,Lattice config 2,44,41,-0.510124930456956
Supplementary Fig. 3,Lattice config 2,45,41,-0.132732307796033
Supplementary Fig. 3,Lattice config 2,46,41,0.214334121972494
Supplementary Fig. 3,Lattice config 2,47,41,-0.139471461772121
Supplementary Fig. 3,Lattice config 2,48,41,-0.473978559130666
Supplementary Fig. 3,Lattice config 2,49,41,-0.894256707093967
Supplementary Fig. 3,Lattice config 2,50,41,-0.705560395763505
Supplementary Fig. 3,Lattice config 2,51,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,52,41,-0.917843746010274
Supplementary Fig. 3,Lattice config 2,53,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,54,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,55,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,56,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,57,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,58,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,59,41,-0.988604862759197
Supplementary Fig. 3,Lattice config 2,60,41,2.40792874118911
Supplementary Fig. 3,Lattice config 2,61,41,1.93029120313388
Supplementary Fig. 3,Lattice config 2,62,41,-0.507429268866521
Supplementary Fig. 3,Lattice config 2,63,41,-0.475586766329506
Supplementary Fig. 3,Lattice config 2,64,41,0.249714680346955
Supplementary Fig. 3,Lattice config 2,65,41,0.568139705717109
Supplementary Fig. 3,Lattice config 2,66,41,0.0728118884746478
Supplementary Fig. 3,Lattice config 2,67,41,0.0728118884746478
Supplementary Fig. 3,Lattice config 2,68,41,0.0728118884746478
Supplementary Fig. 3,Lattice config 2,69,41,0.0728118884746478
Supplementary Fig. 3,Lattice config 2,70,41,-0.252689248570398
Supplementary Fig. 3,Lattice config 2,71,41,0.143573005223571
Supplementary Fig. 3,Lattice config 2,72,41,0.886564731087262
Supplementary Fig. 3,Lattice config 2,73,41,1.03693210417872
Supplementary Fig. 3,Lattice config 2,74,41,0.50917210842634
Supplementary Fig. 3,Lattice config 2,75,41,-0.247028359230484
